cast,genres,movie_id,original_title,plot
"['Chris Evans', 'Hugo Weaving', 'Tommy Lee Jon...","['Action', 'Adventure', 'Science Fiction']",1771,Captain America: The First Avenger,"Predominantly set during World War II, Steve R..."
"['Pierce Brosnan', 'Sophie Marceau', 'Robert C...","['Adventure', 'Action', 'Thriller']",36643,The World Is Not Enough,"Greed, revenge, world dominance and high-tech ..."
"['Russell Crowe', 'Paul Bettany', ""James D'Arcy""]",['Adventure'],8619,Master and Commander: The Far Side of the World,After an abrupt and violent encounter with a F...
"['Kristen Stewart', 'Robert Pattinson', 'Taylo...","['Adventure', 'Fantasy', 'Drama']",50620,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gathe..."
"['Elijah Wood', 'Robin Williams', 'Pink']","['Animation', 'Comedy', 'Family']",65759,Happy Feet Two,Mumble the penguin has a problem: his son Erik...
"['Edward Norton', 'Liv Tyler', 'Tim Roth']","['Science Fiction', 'Action', 'Adventure']",1724,The Incredible Hulk,Scientist Bruce Banner scours the planet for a...
"['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall']","['Adventure', 'Family', 'Fantasy']",267935,The BFG,The BFG is no ordinary bone-crunching giant. H...
"['Leonardo DiCaprio', 'Tom Hardy', 'Will Poult...","['Western', 'Drama', 'Adventure']",281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets..."
"['Ryan Reynolds', 'Paul Giamatti', 'Michael Pe...","['Animation', 'Family']",77950,Turbo,The tale of an ordinary garden snail who dream...
"['Johnny Depp', 'Isla Fisher', 'Ned Beatty']","['Animation', 'Comedy', 'Family']",44896,Rango,"When Rango, a lost family pet, accidentally wi..."
"['Tom McGrath', 'Chris Miller', 'Christopher K...","['Family', 'Animation', 'Adventure']",270946,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join force..."
"['Matt Damon', 'Julia Stiles', 'David Strathai...","['Action', 'Drama', 'Mystery']",2503,The Bourne Ultimatum,Bourne is brought out of hiding once again by ...
"['Jack Black', 'Dustin Hoffman', 'Angelina Jol...","['Adventure', 'Animation', 'Family']",9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy P..."
"['Paul Rudd', 'Michael Douglas', 'Evangeline L...","['Science Fiction', 'Action', 'Adventure']",102899,Ant-Man,Armed with the astonishing ability to shrink i...
"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam...","['Adventure', 'Action', 'Science Fiction']",101299,The Hunger Games: Catching Fire,Katniss Everdeen has returned home safe after ...
"['Jim Parsons', 'Rihanna', 'Steve Martin']","['Fantasy', 'Comedy', 'Animation']",228161,Home,When Earth is taken over by the overly-confide...
"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']","['Adventure', 'Thriller', 'Science Fiction']",74,War of the Worlds,Ray Ferrier is a divorced dockworker and less-...
"['Martin Lawrence', 'Will Smith', 'Jordi Mollà']","['Adventure', 'Action', 'Comedy']",8961,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcu..."
"['Antonio Banderas', 'Salma Hayek', 'Zach Gali...","['Action', 'Adventure', 'Animation']",417859,Puss in Boots,"Long before he even met Shrek, the notorious f..."
"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel...","['Action', 'Mystery', 'Thriller']",27576,Salt,"As a CIA officer, Evelyn Salt swore an oath to..."
"['Russell Crowe', 'Jennifer Connelly', 'Emma W...","['Drama', 'Adventure']",86834,Noah,A man who suffers visions of an apocalyptic de...
"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']","['Adventure', 'Animation', 'Mystery']",17578,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal ..."
"['Daniel Radcliffe', 'Rupert Grint', 'Emma Wat...","['Adventure', 'Fantasy', 'Family']",673,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for..."
"['Nicole Kidman', 'Hugh Jackman', 'Essie Davis']",['Drama'],6972,Australia,"Set in northern Australia before World War II,..."
"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']","['Science Fiction', 'Action', 'Adventure']",82700,After Earth,One thousand years after cataclysmic events fo...
"['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']","['Animation', 'Family']",10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an...
"['Ben Stiller', 'Rami Malek', 'Rebel Wilson']","['Adventure', 'Comedy', 'Fantasy']",181533,Night at the Museum: Secret of the Tomb,When the magic powers of The Tablet of Ahkmenr...
"['Will Ferrell', 'Brad Pitt', 'Tina Fey']","['Animation', 'Action', 'Comedy']",38055,Megamind,Bumbling supervillain Megamind finally defeats...
"['Daniel Radcliffe', 'Rupert Grint', 'Emma Wat...","['Adventure', 'Fantasy', 'Family']",671,Harry Potter and the Philosopher's Stone,Harry Potter has lived under the stairs at his...
"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon']","['Fantasy', 'Action', 'Comedy']",49524,R.I.P.D.,A recently slain cop joins a team of undead po...
"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']","['Adventure', 'Fantasy', 'Action']",22,Pirates of the Caribbean: The Curse of the Bla...,"Jack Sparrow, a freewheeling 17th-century pira..."
"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam...","['Science Fiction', 'Adventure', 'Thriller']",131631,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbo...
"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen']","['Thriller', 'Mystery']",591,The Da Vinci Code,When the curator of the Louvre is found murder...
"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie M...","['Animation', 'Adventure', 'Comedy']",172385,Rio 2,"It's a jungle out there for Blu, Jewel and the..."
"['Patrick Stewart', 'Hugh Jackman', 'Ian McKel...","['Adventure', 'Action', 'Science Fiction']",36658,X2,Professor Charles Xavier and his team of genet...
"['Vin Diesel', 'Paul Walker', 'Jordana Brewster']","['Action', 'Thriller', 'Crime']",51497,Fast Five,Former cop Brian O'Conner partners with ex-con...
"['Robert Downey Jr.', 'Jude Law', 'Jared Harris']","['Adventure', 'Action', 'Crime']",58574,Sherlock Holmes: A Game of Shadows,There is a new criminal mastermind at large (P...
"['Sam Worthington', 'Liam Neeson', 'Ralph Fien...","['Adventure', 'Fantasy', 'Action']",18823,Clash of the Titans,"Born of a god but raised as a man, Perseus is ..."
"['Arnold Schwarzenegger', 'Sharon Stone', 'Rac...","['Action', 'Adventure', 'Science Fiction']",861,Total Recall,Construction worker Douglas Quaid discovers a ...
"['Antonio Banderas', 'Vladimir Kulich', 'Denni...","['Adventure', 'Fantasy', 'Action']",1911,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan acc..."
"['Jeremy Renner', 'Rachel Weisz', 'Edward Nort...","['Action', 'Thriller']",49040,The Bourne Legacy,"New CIA operative, Aaron Cross experiences lif..."
"['George Clooney', ""Chris O'Donnell"", 'Arnold ...","['Action', 'Crime', 'Fantasy']",415,Batman & Robin,Along with crime-fighting partner Robin and ne...
"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor']","['Family', 'Comedy', 'Fantasy']",8871,How the Grinch Stole Christmas,Inside a snowflake exists the magical land of ...
"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Ross...","['Action', 'Adventure', 'Science Fiction']",435,The Day After Tomorrow,After years of increases in the greenhouse eff...
"['Tom Cruise', 'Dougray Scott', 'Thandie Newton']","['Adventure', 'Action', 'Thriller']",955,Mission: Impossible II,With computer genius Luther Stickell at his si...
"['George Clooney', 'Mark Wahlberg', 'Diane Lane']",['Drama'],2133,The Perfect Storm,"In October 1991, a confluence of weather condi..."
"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans']","['Adventure', 'Fantasy', 'Action']",1979,4: Rise of the Silver Surfer,The Fantastic Four return to the big screen as...
"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon']","['Adventure', 'Drama', 'Action']",87827,Life of Pi,"The story of an Indian boy named Pi, a zookeep..."
"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley']","['Thriller', 'Action', 'Fantasy']",1250,Ghost Rider,"In order to save his dying father, young stunt..."
"['Matt Damon', 'Alicia Vikander', 'Tommy Lee J...","['Action', 'Thriller']",324668,Jason Bourne,The most dangerous former operative of the CIA...
"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']","['Action', 'Adventure', 'Comedy']",9471,Charlie's Angels: Full Throttle,The Angels are charged with finding a pair of ...
"['Noomi Rapace', 'Michael Fassbender', 'Guy Pe...","['Science Fiction', 'Adventure', 'Mystery']",70981,Prometheus,A team of explorers discover a clue to the ori...
"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']","['Family', 'Adventure', 'Animation']",10996,Stuart Little 2,"Stuart, an adorable white mouse, still lives h..."
"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']","['Science Fiction', 'Action', 'Drama']",68724,Elysium,"In the year 2159, two classes of people exist:..."
"['Vin Diesel', 'Thandie Newton', 'Karl Urban']","['Action', 'Science Fiction']",2789,The Chronicles of Riddick,After years of outrunning ruthless bounty hunt...
"['Joel Kinnaman', 'Gary Oldman', 'Michael Keat...","['Action', 'Science Fiction']",97020,RoboCop,"In RoboCop, the year is 2028 and multinational..."
"['Emile Hirsch', 'Christina Ricci', 'Matthew F...","['Action', 'Family', 'Science Fiction']",7459,Speed Racer,Speed Racer is the tale of a young and brillia...
"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson']","['Comedy', 'Drama', 'Romance']",42888,How Do You Know,After being cut from the USA softball team and...
"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard']","['Action', 'Comedy']",37834,Knight and Day,A fugitive couple goes on a glamorous and some...
"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylen...","['Action', 'Science Fiction', 'Adventure']",75612,Oblivion,Jack Harper is one of the last few drone repai...
"['Ewan McGregor', 'Natalie Portman', 'Hayden C...","['Science Fiction', 'Adventure', 'Action']",1895,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the n..."
"['Ewan McGregor', 'Natalie Portman', 'Hayden C...","['Adventure', 'Action', 'Science Fiction']",1894,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the gal..."
"['John Goodman', 'Billy Crystal', 'Mary Gibbs']","['Animation', 'Comedy', 'Family']",585,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters,..."
"['Hugh Jackman', 'Hiroyuki Sanada', 'Famke Jan...","['Action', 'Science Fiction', 'Adventure']",76170,The Wolverine,Wolverine faces his ultimate nemesis - and tes...
"['Liam Neeson', 'Ewan McGregor', 'Natalie Port...","['Adventure', 'Action', 'Science Fiction']",1893,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with th..."
"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']","['Adventure', 'Animation', 'Comedy']",49519,The Croods,The Croods is a prehistoric comedy adventure t...
"['Clovis Cornillac', 'Gérard Depardieu', 'Fran...","['Fantasy', 'Adventure', 'Comedy']",2395,Astérix aux Jeux Olympiques,Astérix and Obélix have to win the Olympic Gam...
"['Nicolas Cage', 'Adam Beach', 'Peter Stormare']","['Drama', 'Action', 'History']",12100,Windtalkers,Joe Enders is a gung-ho Marine assigned to pro...
"['Chris Hemsworth', 'Charlize Theron', 'Emily ...","['Action', 'Adventure', 'Drama']",290595,The Huntsman: Winter's War,As two evil sisters prepare to conquer the lan...
"['Megan Fox', 'Will Arnett', 'William Fichtner']","['Science Fiction', 'Action', 'Adventure']",98566,Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled ov...
"['Sandra Bullock', 'George Clooney', 'Ed Harris']","['Science Fiction', 'Thriller', 'Drama']",49047,Gravity,"Dr. Ryan Stone, a brilliant medical engineer o..."
"['Pierce Brosnan', 'Linda Hamilton', 'Jamie Re...","['Action', 'Adventure', 'Thriller']",9619,Dante's Peak,Volcanologist Harry Dalton comes to the sleepy...
"['Megan Fox', 'Stephen Amell', 'Will Arnett']","['Fantasy', 'Action', 'Adventure']",308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, h..."
"['Miles Teller', 'Kate Mara', 'Michael B. Jord...","['Action', 'Adventure', 'Science Fiction']",166424,Fantastic Four,Four young outsiders teleport to a dangerous u...
"['Ben Stiller', 'Jake Cherry', 'Carla Gugino']","['Action', 'Adventure', 'Comedy']",1593,Night at the Museum,Chaos reigns at the natural history museum whe...
"['Dwayne Johnson', 'Alexandra Daddario', 'Carl...","['Action', 'Drama', 'Thriller']",254128,San Andreas,In the aftermath of a massive earthquake in Ca...
"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle...","['Adventure', 'Action', 'Thriller']",714,Tomorrow Never Dies,A deranged media mogul is staging internationa...
"['Mel Gibson', 'Heath Ledger', 'Joely Richards...","['Drama', 'History', 'War']",2024,The Patriot,After proving himself on the field of battle i...
"['George Clooney', 'Brad Pitt', 'Catherine Zet...","['Thriller', 'Crime']",163,Ocean's Twelve,Danny Ocean reunites with his old flame and th...
"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn']","['Action', 'Comedy', 'Drama']",787,Mr. & Mrs. Smith,After five (or six) years of vanilla-wedded bl...
"['Shailene Woodley', 'Theo James', 'Kate Winsl...","['Adventure', 'Science Fiction', 'Thriller']",262500,Insurgent,Beatrice Prior must confront her inner demons ...
"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate ...",['Drama'],2567,The Aviator,A biopic depicting the life of filmmaker and a...
"['Jack Black', 'Amanda Peet', 'Emily Blunt']",['Comedy'],38745,Gulliver's Travels,Travel writer Lemuel Gulliver takes an assignm...
"['Seth Rogen', 'Jay Chou', 'Christoph Waltz']","['Action', 'Crime', 'Comedy']",40805,The Green Hornet,"Britt Reid (Seth Rogen), the heir to the large..."
"['Sullivan Stapleton', 'Eva Green', 'Lena Head...","['Action', 'War']",53182,300: Rise of an Empire,Based on Frank Miller's latest graphic novel X...
"['Hank Azaria', 'Neil Patrick Harris', 'Jayma ...","['Animation', 'Family', 'Adventure']",41513,The Smurfs,When the evil wizard Gargamel chases the tiny ...
"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']","['Animation', 'Family']",13700,Home on the Range,When a greedy outlaw schemes to take possessio...
"['Shailene Woodley', 'Theo James', 'Zoë Kravitz']","['Adventure', 'Science Fiction']",262504,Allegiant,Beatrice Prior and Tobias Eaton venture into t...
"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Li...","['Action', 'Science Fiction', 'Drama']",39254,Real Steel,"In the near-future, Charlie Kenton is a washed..."
"['Hank Azaria', 'Neil Patrick Harris', 'Brenda...","['Fantasy', 'Family', 'Comedy']",77931,The Smurfs 2,The evil wizard Gargamel creates a couple of m...
"['Sandra Bullock', 'Jason Patric', 'Willem Daf...","['Action', 'Adventure', 'Thriller']",1639,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a youn...
"['Asa Butterfield', 'Harrison Ford', 'Hailee S...","['Science Fiction', 'Action', 'Adventure']",80274,Ender's Game,Based on the classic novel by Orson Scott Card...
"['Bruce Willis', 'Justin Long', 'Timothy Olyph...","['Action', 'Thriller']",1571,Live Free or Die Hard,"John McClane is back and badder than ever, and..."
"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']","['Adventure', 'Fantasy', 'Action']",120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a..."
"['Jackie Chan', 'Steve Coogan', 'Cécile de Fra...","['Action', 'Adventure', 'Comedy']",10204,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief..."
"['Will Smith', 'Jamie Foxx', 'Jon Voight']",['Drama'],8489,Ali,"In 1964, a brash new pro boxer, fresh from his..."
"['Mike Myers', 'Dakota Fanning', 'Spencer Bres...","['Comedy', 'Fantasy', 'Family']",10588,The Cat in the Hat,Conrad and Sally Walden are home alone with th...
"['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']","['Action', 'Science Fiction']",2048,"I, Robot","In 2035, where robots are common-place and abi..."
"['Orlando Bloom', 'Eva Green', 'Jeremy Irons']","['Drama', 'Action', 'Adventure']",1495,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian..."
"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']","['Animation', 'Fantasy', 'Family']",10137,Stuart Little,The adventures of a heroic and debonair stalwa...
"['Anika Noni Rose', 'Bruno Campos', 'Keith Dav...","['Romance', 'Family', 'Animation']",10198,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as..."
"['Matt Damon', 'Jessica Chastain', 'Kristen Wi...","['Drama', 'Adventure', 'Science Fiction']",286217,The Martian,"During a manned mission to Mars, Astronaut Mar..."
"['Ewan McGregor', 'Scarlett Johansson', 'Djimo...","['Action', 'Thriller', 'Science Fiction']",1635,The Island,"In 2019, Lincoln Six-Echo is a resident of a s..."
"['Warren Beatty', 'Diane Keaton', 'Goldie Hawn']","['Comedy', 'Romance']",24113,Town & Country,Porter Stoddard is a well-known New York archi...
"['Nicolas Cage', 'Angelina Jolie', 'Giovanni R...","['Action', 'Crime', 'Thriller']",9679,Gone in Sixty Seconds,Upon learning that he has to come out of retir...
"['Russell Crowe', 'Joaquin Phoenix', 'Connie N...","['Action', 'Drama', 'Adventure']",98,Gladiator,"In the year 180, the death of emperor Marcus A..."
